timestamp;project_name;run_id;experiment_id;duration;emissions;emissions_rate;cpu_power;gpu_power;ram_power;cpu_energy;gpu_energy;ram_energy;energy_consumed;water_consumed;country_name;country_iso_code;region;cloud_provider;cloud_region;os;python_version;codecarbon_version;cpu_count;cpu_model;gpu_count;gpu_model;longitude;latitude;ram_total_size;tracking_mode;cpu_utilization_percent;gpu_utilization_percent;ram_utilization_percent;ram_used_gb;on_cloud;pue;wue;carbon_per_accuracy;accuracy_gain
2026-05-14T16:54:47;CustomFedAvg_round_1;bd2d5052-4a7b-4fec-9d33-b9a875235659;5b0fa12a-3dd7-45bb-9766-cc326314d9f1;34,68621676199999;3,039420985879715e-05;8,762618900570071e-07;4,81434001489412;14,993194708046785;10,0;2,484638312960328e-05;0,000143682614946;5,154825983888855e-05;0,0002200772579144;0,0;Belgium;BEL;wallonia;;;Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39;3.12.3;3.2.6;12;12th Gen Intel(R) Core(TM) i5-12400;1;1 x NVIDIA GeForce RTX 3060;4,2327;50,4871;11,680866241455078;machine;1,5151515151515151;10,727272727272728;29,545454545454547;3,450250683408795;N;1,0;0,0;0,0002225051966236;0,1366
