timestamp;project_name;run_id;experiment_id;duration;emissions;emissions_rate;cpu_power;gpu_power;ram_power;cpu_energy;gpu_energy;ram_energy;energy_consumed;water_consumed;country_name;country_iso_code;region;cloud_provider;cloud_region;os;python_version;codecarbon_version;cpu_count;cpu_model;gpu_count;gpu_model;longitude;latitude;ram_total_size;tracking_mode;cpu_utilization_percent;gpu_utilization_percent;ram_utilization_percent;ram_used_gb;on_cloud;pue;wue
2026-05-14T16:54:27;client_0_round_1_GPU_train;71d9cf38-8936-4d3e-88fe-b1a1ad1439eb;5b0fa12a-3dd7-45bb-9766-cc326314d9f1;2,606462253000004;2,525928838102119e-06;9,69102405068329e-07;2,4013824;6,760256184810062;10,0;2,673223921244335e-06;4,207503365997317e-06;1,1408923766666688e-05;1,828965105390834e-05;0,0;Belgium;BEL;wallonia;;;Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39;3.12.3;3.2.6;12;12th Gen Intel(R) Core(TM) i5-12400;1;1 x NVIDIA GeForce RTX 3060;4,2327;50,4871;11,680866241455078;machine;0,0;0,0;30,4;3,5472946166992188;N;1,0;0,0
2026-05-14T16:54:33;client_1_round_1_GPU_train;6feda96b-fd47-4689-a7a9-a329b39dd90b;5b0fa12a-3dd7-45bb-9766-cc326314d9f1;2,047164815999992;1,3049181693580831e-06;6,374270206088227e-07;4,8000432;5,450978278868627;10,0;2,0601284116555152e-06;3,097502477997227e-06;4,290971783333299e-06;9,448602672986042e-06;0,0;Belgium;BEL;wallonia;;;Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39;3.12.3;3.2.6;12;12th Gen Intel(R) Core(TM) i5-12400;1;1 x NVIDIA GeForce RTX 3060;4,2327;50,4871;11,680866241455078;machine;0,0;0,0;0,0;0,0;N;1,0;0,0
