timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-29T18:45:01,fedavg,f7b34d58-022e-40b0-8933-1ad367c5be35,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,165.32720031200006,0.000220015569764,1.3307886987067426e-06,5.053047322685455,20.069730365135044,10.0,0.0002242558616774,0.0009250326844699,0.0004437919621833,0.0015930805083307,0.0,Belgium,BEL,wallonia,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.5,12,12th Gen Intel(R) Core(TM) i5-12400,1,1 x NVIDIA GeForce RTX 3060,3.9524,50.458,7.643745422363281,machine,3.6809815950920246,26.319018404907972,79.03312883435582,6.0415867764525615,N,1.0,0.0
2026-03-29T18:45:04,fedavg,280349a4-3152-487e-9da9-02ba6e023784,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,168.16724517900002,0.000224123285742428,1.3327404245925979e-06,5.060418913455,20.043750331725203,10.0,0.00022750107361823392,0.0009450432560339991,0.00045027917489444397,0.0016228235045466775,0.0,Belgium,BEL,wallonia,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.5,12,12th Gen Intel(R) Core(TM) i5-12400,1,1 x NVIDIA GeForce RTX 3060,3.9524,50.458,7.643745422363281,machine,2.4096385542168677,24.843373493975903,78.86144578313252,6.028402121670275,N,1.0,0.0
