timestamp;project_name;run_id;experiment_id;duration;emissions;emissions_rate;cpu_power;gpu_power;ram_power;cpu_energy;gpu_energy;ram_energy;energy_consumed;water_consumed;country_name;country_iso_code;region;cloud_provider;cloud_region;os;python_version;codecarbon_version;cpu_count;cpu_model;gpu_count;gpu_model;longitude;latitude;ram_total_size;tracking_mode;cpu_utilization_percent;gpu_utilization_percent;ram_utilization_percent;ram_used_gb;on_cloud;pue;wue
2026-03-31T23:52:06;fedavg;bb33a81c-aa21-4c16-afd2-658ebc4b267f;5b0fa12a-3dd7-45bb-9766-cc326314d9f1;26.48963266200008;3.9527687852565565e-05;1.4921946391981814e-06;4.830051888218183;23.439413959584435;10.0;3.4201711125693616e-05;0.0001812257005359;7.078319209167097e-05;0.0002862106037533;0.0;Belgium;BEL;wallonia;;;Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39;3.12.3;3.2.5;12;12th Gen Intel(R) Core(TM) i5-12400;1;1 x NVIDIA GeForce RTX 3060;3.9524;50.458;7.643753051757812;machine;0.0;9.416666666666666;39.8875;3.048325061798096;N;1.0;0.0
